"","species","year","spfact","mean","sd","lci95","med","uci95","lci","lqrt","uqrt","uci","year_i","firstyear","lastyear","sci_name","sort","Breeding.Biome","Winter.Biome","Family","bird.group","Migrate","AI","native","popest","popestlci","popestuci","year_est1","year_est2","Pop.source","Tr_source","popse","spfactor","g1","g2","famfact","famfactn","birdgroupfact","birdgroupfactn","migratefact","migratefactn","aifact","aifactn","nativefact","nativefactn","rescindex","rescindex.raw","spsort"
"2734","Black-and-white Warbler",2015,57,17208785.0190799,1270979.49547627,14819049.8104911,17.1768595629071,19760077.4514344,14.8190498104911,16.3411431831616,18.0531237704853,19.7600774514344,46,1970,2017,"Mniotilta varia",1954,"Eastern Forest","Widespread Neotropical","Parulidae","landbird","M","other","native",17709569,15812133,19681290,2006,2015,"PIF0615","BBS7017",987029.846938776,"Black-and-white Warbler",10,5,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,17.1661921866044,16.089563291158,"Black-and-white Warbler"
"2735","Black-and-white Warbler",2016,57,17097433.6072195,1354567.60930174,14552003.8774715,17.0504835724694,19867528.3038523,14.5520038774715,16.1670441962568,17.9743251713503,19.8675283038523,47,1970,2017,"Mniotilta varia",1954,"Eastern Forest","Widespread Neotropical","Parulidae","landbird","M","other","native",17709569,15812133,19681290,2006,2015,"PIF0615","BBS7017",987029.846938776,"Black-and-white Warbler",10,5,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,17.0645515141173,16.3821617799184,"Black-and-white Warbler"
"2736","Black-and-white Warbler",2017,57,17004788.85752,1380986.04971445,14411212.4427757,16.9631789385683,19845248.0542713,14.4112124427757,16.062094485092,17.898950502658,19.8452480542713,48,1970,2017,"Mniotilta varia",1954,"Eastern Forest","Widespread Neotropical","Parulidae","landbird","M","other","native",17709569,15812133,19681290,2006,2015,"PIF0615","BBS7017",987029.846938776,"Black-and-white Warbler",10,5,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,16.9645021202563,16.1146095600885,"Black-and-white Warbler"
"1297","Arctic Warbler",1970,28,14695276.8076215,6612019.8659052,2062219.4257536,NA,28341005.4616159,NA,NA,NA,NA,1,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1298","Arctic Warbler",1971,28,14626692.4574373,6603210.21422235,2048817.465312,NA,28199672.2948865,NA,NA,NA,NA,2,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1299","Arctic Warbler",1972,28,14554922.7158426,6570445.84880167,2066487.71226841,NA,28024596.3060714,NA,NA,NA,NA,3,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1300","Arctic Warbler",1973,28,14509459.5714374,6572986.17984814,2037159.66752385,NA,28064007.9288105,NA,NA,NA,NA,4,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1301","Arctic Warbler",1974,28,14482057.0676322,6545374.30280352,2023523.37328287,NA,27945248.157127,NA,NA,NA,NA,5,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1302","Arctic Warbler",1975,28,14488277.5060593,6607309.82988399,2034619.57262763,NA,28390738.0260285,NA,NA,NA,NA,6,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1303","Arctic Warbler",1976,28,14509579.8608168,6683183.22300429,2031233.62527793,NA,28435401.8255985,NA,NA,NA,NA,7,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1304","Arctic Warbler",1977,28,14575920.8043774,6744402.21564089,1988006.56592497,NA,28862840.061082,NA,NA,NA,NA,8,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1305","Arctic Warbler",1978,28,14688415.6760075,6909085.15338928,1994980.57439711,NA,29474851.9076482,NA,NA,NA,NA,9,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1306","Arctic Warbler",1979,28,14792839.5382197,7056552.4108998,2021374.3077681,NA,30061958.1195701,NA,NA,NA,NA,10,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1307","Arctic Warbler",1980,28,14944552.1662891,7202314.97131101,2027868.70775801,NA,30540424.6669706,NA,NA,NA,NA,11,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1308","Arctic Warbler",1981,28,15060875.9787016,7456933.27650625,2046369.96014137,NA,31238549.5022588,NA,NA,NA,NA,12,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1309","Arctic Warbler",1982,28,15129262.1264588,7693297.0629746,2011811.82205042,NA,32452206.7016114,NA,NA,NA,NA,13,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1310","Arctic Warbler",1983,28,15336873.3119026,7954365.38771705,1968726.12523138,NA,33627790.6628569,NA,NA,NA,NA,14,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1311","Arctic Warbler",1984,28,15427740.1309091,8249948.57901238,1957409.3870206,NA,34897314.7418351,NA,NA,NA,NA,15,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1312","Arctic Warbler",1985,28,15486267.2413472,8440705.65182601,1938727.91746508,NA,35184525.2573703,NA,NA,NA,NA,16,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1313","Arctic Warbler",1986,28,15551566.4927333,8570669.04256523,1951828.28274653,NA,35662968.7539074,NA,NA,NA,NA,17,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1314","Arctic Warbler",1987,28,15743377.7897851,8986537.8913633,1866290.23604967,NA,36975619.7212861,NA,NA,NA,NA,18,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1315","Arctic Warbler",1988,28,15905393.9434782,9182008.28652407,1901421.98985433,NA,38283105.296137,NA,NA,NA,NA,19,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1316","Arctic Warbler",1989,28,16073132.6592701,9630847.81733237,1894915.70704844,NA,39534923.5391923,NA,NA,NA,NA,20,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1317","Arctic Warbler",1990,28,16253718.80438,9976590.89497461,1874016.90317635,NA,40714053.4111746,NA,NA,NA,NA,21,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1318","Arctic Warbler",1991,28,16258276.1518448,9986149.74758103,1926308.68658575,NA,40710393.612124,NA,NA,NA,NA,22,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1319","Arctic Warbler",1992,28,15794492.1619895,8825866.04362029,2010691.34286857,NA,36951408.2853525,NA,NA,NA,NA,23,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,NA,NA,"Arctic Warbler"
"1320","Arctic Warbler",1993,28,16004963.271321,9080555.38107739,1968555.72115537,14.5734823948058,37955785.4895352,1.96855572115537,9.67665756057787,20.8711789149039,37.9557854895352,24,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,14.6952768076215,14.6952768076215,"Arctic Warbler"
"1321","Arctic Warbler",1994,28,15659782.3492735,8762800.04001115,1946972.37428334,14.4245459193409,36577295.3279396,1.94697237428334,9.45619021168714,20.4612488893943,36.5772953279396,25,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,14.2272186707213,13.2965323153487,"Arctic Warbler"
"1322","Arctic Warbler",1995,28,15318062.8293773,8733594.79183385,1895946.592832,14.0071739777051,36032090.3235564,1.895946592832,9.25812379838531,19.9217689068419,36.0320903235564,26,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,13.795245441007,10.030551298636,"Arctic Warbler"
"1323","Arctic Warbler",1996,28,15016448.2079613,8452768.05999125,1969539.19458578,13.7396972142493,34717012.9542996,1.96953919458578,9.04979302001747,19.6264884934367,34.7170129542996,27,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,13.3507369392822,10.4059684497583,"Arctic Warbler"
"1324","Arctic Warbler",1997,28,14703324.1240306,8270027.92928648,1804958.70505185,13.4249326576895,34190354.8474842,1.80495870505185,8.86947169380121,19.1832109624953,34.1903548474842,28,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,12.8842352234426,11.8646949719811,"Arctic Warbler"
"1325","Arctic Warbler",1998,28,14251903.3605634,7992537.23664586,1820937.97846711,13.1063993515335,33306518.5604061,1.82093797846711,8.63793881839386,18.6275021816838,33.3065185604061,29,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,12.356910179267,9.61293965465331,"Arctic Warbler"
"1326","Arctic Warbler",1999,28,13788417.2759234,7754760.931111,1703783.47676511,12.5652629932942,32634673.0472645,1.70378347676511,8.35999431109573,17.8479110573901,32.6346730472645,30,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,11.8982941182958,7.12019846807583,"Arctic Warbler"
"1327","Arctic Warbler",2000,28,13298750.8925794,7412094.13144606,1720201.94942522,12.2572750284033,30716500.284582,1.72020194942522,8.10295785369471,17.2555321805863,30.716500284582,31,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,11.4217592603051,8.35979927634015,"Arctic Warbler"
"1328","Arctic Warbler",2001,28,12809613.1682735,7131368.03224974,1558274.80638822,11.7330412835843,29580870.7607637,1.55827480638822,7.8102213262285,16.7570328177117,29.5808707607637,32,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,10.9707575654712,8.1959782091819,"Arctic Warbler"
"1329","Arctic Warbler",2002,28,12368093.4729832,7009545.71615567,1611158.54697014,11.3388846357974,28892724.6374249,1.61115854697014,7.5491109571631,16.0376204063458,28.8927246374249,33,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,10.5333483723515,8.16072696471378,"Arctic Warbler"
"1330","Arctic Warbler",2003,28,11949485.6802391,6791007.39380088,1411949.45005587,10.8898468202161,28496785.7710825,1.41194945005587,7.24149690682922,15.4917637936842,28.4967857710825,34,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,10.1369881634013,7.04070180924326,"Arctic Warbler"
"1331","Arctic Warbler",2004,28,11417584.1714737,6398652.70829488,1404600.65214536,10.4688704752947,26384181.3150925,1.40460065214535,6.96296487229777,14.8923030158136,26.3841813150925,35,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,9.75766839059531,8.62841908564392,"Arctic Warbler"
"1332","Arctic Warbler",2005,28,11131195.9101932,6280036.71432673,1339164.08047184,10.2492191699091,26471893.7760673,1.33916408047184,6.70906917914639,14.5134072968189,26.4718937760673,36,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,9.37759619047125,7.70461682316221,"Arctic Warbler"
"1333","Arctic Warbler",2006,28,10616421.599536,5825467.11383982,1354742.81576892,9.82319358579184,24344933.6135664,1.35474281576892,6.59081050460939,13.6781302584966,24.3449336135664,37,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,9.03716199468631,6.87327147847744,"Arctic Warbler"
"1334","Arctic Warbler",2007,28,10239298.9356883,5682305.63312219,1284421.14327672,9.42908367341136,23698396.9590739,1.28442114327672,6.28752485172897,13.3315694540086,23.6983969590739,38,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,8.69172602706496,6.7448506080271,"Arctic Warbler"
"1335","Arctic Warbler",2008,28,9772816.73522892,5428419.54748309,1251238.82526038,9.02475954310547,22549834.6853085,1.25123882526038,5.99527949582392,12.6837191184708,22.5498346853085,39,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,8.32405428317638,6.12618973566604,"Arctic Warbler"
"1336","Arctic Warbler",2009,28,9498453.84226342,5250711.02919998,1235769.30377762,8.78457128438054,22070807.4738119,1.23576930377762,5.82533307187055,12.2519950675456,22.0708074738119,40,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,8.02109865443627,6.10619195473992,"Arctic Warbler"
"1337","Arctic Warbler",2010,28,9155802.38719247,5107051.96738621,1143296.21399771,8.40306220881651,21367899.6742759,1.14329621399771,5.6009032604827,11.9155850131209,21.3678996742759,41,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,7.714277698079,6.39237493003797,"Arctic Warbler"
"1338","Arctic Warbler",2011,28,8805514.36624836,4898356.06908073,1068712.67396411,8.10186212702081,20462748.5926688,1.06871267396411,5.44205817319098,11.4191076520851,20.4627485926688,42,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,7.42286652620139,6.21757617708153,"Arctic Warbler"
"1339","Arctic Warbler",2012,28,8611057.32430982,4860897.95626031,1020995.05628245,7.89968383792798,20043186.8056147,1.02099505628245,5.27496957360489,11.1555849238389,20.0431868056147,43,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,7.16215251834466,4.94770836796754,"Arctic Warbler"
"1340","Arctic Warbler",2013,28,8281218.34370016,4620789.63388316,1082132.19405821,7.60325727504976,19120580.049347,1.08213219405821,5.03890970321369,10.7537326659484,19.120580049347,44,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,6.91297888513831,4.97691714799978,"Arctic Warbler"
"1341","Arctic Warbler",2014,28,8053644.07394403,4506477.05983776,1043735.50100667,7.36840247832146,18586186.2661354,1.04373550100667,4.87564723005623,10.5020729380454,18.5861862661354,45,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,6.68689472159789,4.91973457169549,"Arctic Warbler"
"1342","Arctic Warbler",2015,28,7920579.13667579,4554658.67791714,975723.350916342,7.24377663567296,18690782.3637436,0.975723350916342,4.79165552300652,10.2597571779137,18.6907823637436,46,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,6.47153717005558,4.52068350807219,"Arctic Warbler"
"1343","Arctic Warbler",2016,28,7843851.95456974,4812555.88879163,924389.695822443,6.99198493164895,19773618.9459956,0.924389695822443,4.49414303139961,10.2143606235428,19.7736189459956,47,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,6.26377518016378,4.59455816258877,"Arctic Warbler"
"1344","Arctic Warbler",2017,28,7702345.72752304,4824561.487331,918705.654636536,6.81662790228706,19891173.8365343,0.918705654636536,4.35710770147725,10.0197892328047,19.8911738365343,48,1993,2017,"Phylloscopus borealis",1526,"Arctic Tundra","Widespread","Phylloscopidae","landbird","M","other","native",8201201,2638973,16439186,2006,2015,"PIF0615","BBS9317",3520462.5,"Arctic Warbler",9,1,"Phylloscopidae",44,"landbird",1,"M",2,"other",2,"native",2,6.08673797877133,4.16520945920572,"Arctic Warbler"
"1537","Baird's Sparrow",1970,33,9227296.61274122,1781662.81895546,5806852.12766999,9.19400617519156,12782640.3279257,5.80685212766999,8.01398106786601,10.4188023917894,12.7826403279257,1,1970,2017,"Centronyx bairdii",1844,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",3440174,2322349,4825893,2006,2015,"PIF0615","BBS7017",638659.183673469,"Baird's Sparrow",7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,9.22729661274122,9.22729661274122,"Baird's Sparrow"
"1538","Baird's Sparrow",1971,33,9085966.41427921,1766114.51785171,5677920.77159528,9.05338160349704,12641310.2053134,5.67792077159528,7.87560721025049,10.246003819498,12.6413102053134,2,1970,2017,"Centronyx bairdii",1844,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",3440174,2322349,4825893,2006,2015,"PIF0615","BBS7017",638659.183673469,"Baird's Sparrow",7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,9.00755630851672,10.5573706634731,"Baird's Sparrow"
"1539","Baird's Sparrow",1972,33,8930829.32783611,1731712.10490377,5598737.8767494,8.90778940803185,12370309.2070424,5.5987378767494,7.73960540994196,10.0857095359097,12.3703092070424,3,1970,2017,"Centronyx bairdii",1844,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",3440174,2322349,4825893,2006,2015,"PIF0615","BBS7017",638659.183673469,"Baird's Sparrow",7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,8.78501707258172,9.18183144249185,"Baird's Sparrow"
"1540","Baird's Sparrow",1973,33,8786988.41438212,1706876.70097196,5487374.43667002,8.74245192856832,12223693.4433565,5.48737443667002,7.62830414947583,9.91665555959112,12.2236934433565,4,1970,2017,"Centronyx bairdii",1844,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",3440174,2322349,4825893,2006,2015,"PIF0615","BBS7017",638659.183673469,"Baird's Sparrow",7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,8.57102968803821,10.6290007487731,"Baird's Sparrow"
"1541","Baird's Sparrow",1974,33,8627328.37664373,1679577.88858315,5408132.22120669,8.60607275266243,12040549.0772332,5.40813222120669,7.4747707682055,9.7439081742764,12.0405490772332,5,1970,2017,"Centronyx bairdii",1844,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",3440174,2322349,4825893,2006,2015,"PIF0615","BBS7017",638659.183673469,"Baird's Sparrow",7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,8.36916963237066,9.10053331358462,"Baird's Sparrow"
