year,mean_Aquatic_predator,upper97p5_Aquatic_predator,lower2p5_Aquatic_predator,mean_Frugivore,upper97p5_Frugivore,lower2p5_Frugivore,mean_Granivore,upper97p5_Granivore,lower2p5_Granivore,mean_Herbivore_aquatic,upper97p5_Herbivore_aquatic,lower2p5_Herbivore_aquatic,mean_Herbivore_terrestrial,upper97p5_Herbivore_terrestrial,lower2p5_Herbivore_terrestrial,mean_Invertivore,upper97p5_Invertivore,lower2p5_Invertivore,mean_Nectarivore,upper97p5_Nectarivore,lower2p5_Nectarivore,mean_Omnivore,upper97p5_Omnivore,lower2p5_Omnivore,mean_Scavenger,upper97p5_Scavenger,lower2p5_Scavenger,mean_Vertivore,upper97p5_Vertivore,lower2p5_Vertivore
2006,-27.783618820015935,-15.21139580564698,-38.735230803036345,19.396434174091414,29.242284095403345,9.765588196045629,-32.811725946038884,-30.166227756554825,-35.38760214832606,-15.37314218274383,-7.996517634497915,-21.99890858175514,167.10116516315406,252.94515526334482,100.92736237566535,-21.678116512968423,-20.160901740834586,-23.21980749909512,-18.54839400329358,-6.838800902412054,-28.224582701677818,-7.0456056937712885,-1.7748812578685416,-11.538819097671817,155.41539103317518,172.53340961712829,138.56723298600963,20.90690786953041,25.37793252987609,16.499985435113803
2007,-26.99163390914237,-13.832667699883547,-37.68464789495576,19.632560596494464,30.591732301226155,10.17605590762786,-33.257286601156174,-30.434695991055893,-35.80948741175552,-9.98142005297053,-1.7007702806794163,-17.08419404574945,173.19346342133488,267.5061979964756,102.48417291471891,-21.851268856668597,-20.178285705954128,-23.37679931199821,-18.49240355739746,-6.9275268862478905,-27.891534811271637,-5.598313096334846,-0.2777153167040019,-10.039066226456608,164.8077681790226,184.17122061740915,148.2433041821262,22.078178495103412,26.890706872599772,17.596927964380587
2008,-26.467751501447594,-13.599062019424164,-37.54836473635214,19.947328033770592,29.571930009411368,10.88675610008073,-33.70830468268274,-31.015140650240816,-36.23699912005822,-3.94335805560933,4.686831526602104,-12.123177937784106,177.30875190426752,275.48285186740554,107.18899723780103,-22.054938105314587,-20.47403271957492,-23.677696752389195,-18.354949048769022,-5.8251331537938675,-27.942610577373095,-4.211658244330831,0.3457734343746787,-8.33783504996573,174.04816542760344,193.57081836263413,156.18755300026393,23.291760403745343,28.001331533075355,18.540332591612056
2009,-26.09838304280766,-12.645741261420179,-37.572331648382786,19.85502845093728,30.582201862813754,10.117232112771264,-34.1748861696499,-31.310657010519574,-36.58095431860027,2.0581602167399455,11.300790893264976,-6.247361036296826,183.5011171192204,279.7351311496157,107.09147020586028,-22.183727153619483,-20.409245746166377,-23.737471315222514,-18.428954735492333,-6.524716946174884,-28.33133085092699,-2.5398007448276223,2.579837804232528,-7.414013555783098,184.25388484614842,202.93048411776914,165.61970975339176,24.804310427369057,29.623410835391855,20.105885761873147
2010,-25.4922200904175,-11.693358128260515,-37.15668652452329,19.741272340060082,29.97638105817754,10.406011121089687,-34.59852141188348,-31.910541239729962,-37.00948620379247,7.476662567480135,17.46921735630823,-1.3399857252406673,186.4053995869971,278.1451357822527,110.52287427047102,-22.350375213247656,-20.903617224125515,-23.92345794417147,-18.315293956279753,-5.227074274359992,-28.613998365849433,-0.8158342244660841,5.058683276006532,-5.878411091506644,193.2546480691012,214.54568644962995,174.28748644309528,26.179985837638135,31.140043021875734,21.57719806089278
2011,-25.18486126969131,-10.15116152414314,-36.81272310050487,20.00350458294119,29.96990527156308,10.002556726284638,-34.97554562393357,-32.35816899953957,-37.58021857281075,11.024649616310763,22.226724743141997,1.1228220612133217,190.27548168124932,290.68637538041435,115.83134895948305,-22.454308611637472,-20.972870097740362,-24.05644399989985,-18.35501884387388,-5.7287374457066385,-28.6770004910836,1.0967993588185565,7.554493933697483,-4.56733357775716,204.28023709154633,224.58966373229597,182.577250691161,27.63507909598276,32.53438775789758,22.81599347571655
2012,-24.099848532751764,-9.250977857215267,-36.22622894136335,20.107084013044478,30.031687260687686,10.456733164504483,-35.232192544861626,-32.3604334529451,-37.74482129918634,13.631827334909142,24.014224273796636,3.940167728266137,193.12419037522085,300.6372547792613,120.59795574825804,-22.570405247618368,-20.790303537465448,-24.210808953461378,-18.173236188769867,-5.01502772308727,-28.666673687619898,3.0534027994779636,10.569218033453087,-3.551123446333057,215.16101358993652,235.38915900610286,194.12045127095692,29.1684694639963,34.208168953933686,23.84761157532678
2013,-23.37569581919021,-8.409806741931474,-34.91310539697798,19.83484682598018,30.372581314498234,9.589478842640842,-35.60974281730243,-32.660287030979205,-38.22482971503464,14.412269281786433,24.84503563411045,4.8259886380647945,188.33387035520613,299.68965579326874,107.97947572998076,-22.633897739492937,-20.912195607112942,-24.220519153071162,-18.13037305264363,-4.101381557059972,-28.526637820375917,5.358482160644647,13.117941040382682,-1.5516862072812234,226.34568445760058,251.90273876528872,203.66552457151383,30.691114190399404,35.93178787401227,25.53112407298659
2014,-22.554492363568535,-5.840301535825843,-35.05164175345719,20.583446521270552,31.22180338782461,10.974866026434832,-35.84792267866108,-32.774674772091174,-38.33591943222445,14.809445095584168,25.47318793448729,5.145354059364584,184.99473351939417,281.47038436359315,105.31545859706401,-22.73987088563935,-21.121958343641353,-24.348510966886337,-18.035363975047314,-4.863714584900121,-29.082971375807443,8.111827855487773,17.293592276172962,0.7451571732193947,238.5030060842955,263.2853154758723,216.1227066812342,32.30255703719602,37.83529889001048,27.10794800911239
2015,-21.582324770189125,-5.030065422551812,-35.07463988821543,20.671822461125334,31.1089984504979,11.05012664369949,-36.23987371028637,-33.5196895129523,-38.93733225160165,15.838410377347234,27.061527539157918,6.183133312990597,186.8430020650165,292.42605337464886,106.87988245660273,-22.778210174417705,-20.905602929065697,-24.39947707211783,-17.8034060025556,-3.5050152018888863,-28.88588247364533,10.948706286191896,20.274524556332757,3.275150856123746,250.4402090334903,277.11099564783507,227.48704262809403,33.94731474492009,39.7338230161988,27.93451079822707
2016,-20.795179689711112,-4.324272851088199,-34.23304907753955,20.385783293325613,31.709994873403495,10.292304242617767,-36.32924623726401,-33.02918759645583,-38.82302223607545,16.54531048132508,27.176931697908696,6.256463852011896,191.6118816995911,303.9830706673578,116.12389293176672,-22.764409102439295,-20.85676333587517,-24.445536842056796,-17.526220665264642,-2.5584261211213764,-28.914842424712873,14.14538711851514,25.007048844263732,5.35976931002924,262.7171314261915,290.4438955479163,236.99851568123563,35.703569687680385,41.678888219351805,30.021879195667452
2017,-19.786119133569642,-3.032275872821011,-33.44913186547739,20.648519588661884,32.10195436196661,9.92981716281196,-36.54908995264102,-33.248695798736925,-39.163912113299666,17.80056309349243,29.33081553652506,6.709064193094977,201.45505556916868,332.91640924984375,116.22574055217508,-22.808098259894074,-21.116031268229825,-24.599621779498708,-17.42164854785415,-1.6758822786111445,-28.70470594020812,17.638282338259657,28.926537364798993,8.444636305855898,275.7129770148026,303.623385394671,248.5706396522654,37.355178883779175,43.745798073971585,31.317409629120558
